BRAND_NAME,TYPE,NIC,TAR,CO,LEN,FLTR,PACK,STRENGTH,STYLE,OTHER
LIGGETT S,REGULAR,0.9,14,17,85,F,SOFT,FULL FLAVOR,.,.
LIGGETT S,REGULAR,1,14,19,85,F,SOFT,FULL FLAVOR,.,.
LIGGETT S,REGULAR,0.7,10,13,85,F,SOFT,LIGHT,.,.
LIGGETT S,REGULAR,0.8,10,14,85,F,SOFT,LIGHT,.,.
LIGGETT S,REGULAR,1.5,20,14,85,NF,SOFT,FULL FLAVOR,.,.
LIGGETT S,REGULAR,1.7,24,19,85,NF,SOFT,FULL FLAVOR,.,.
LIGGETT S,REGULAR,1,15,19,100,F,HARD,FULL FLAVOR,.,.
LIGGETT S,REGULAR,1,15,21,100,F,HARD,FULL FLAVOR,.,.
LIGGETT S,REGULAR,0.8,10,15,100,F,HARD,LIGHT,.,.
LIGGETT S,REGULAR,0.8,10,15,100,F,HARD,LIGHT,.,.
LIGGETT S,REGULAR,0.4,5,7,100,F,HARD,ULTRA LIGHT,.,.
LIGGETT S,REGULAR,0.5,5,7,100,F,HARD,ULTRA LIGHT,.,.
LIGGETT S,REGULAR,0.5,5,7,100,F,HARD,ULTRA LIGHT,.,.
LIGGETT S,REGULAR,1,15,19,100,F,SOFT,FULL FLAVOR,.,.
LIGGETT S,REGULAR,1,15,21,100,F,SOFT,FULL FLAVOR,.,.
LIGGETT S,REGULAR,0.8,10,15,100,F,SOFT,LIGHT,.,.
LIGGETT S,REGULAR,0.8,10,15,100,F,SOFT,LIGHT,.,.
LIGGETT S,REGULAR,0.5,5,7,100,F,SOFT,ULTRA LIGHT,.,.
LIGGETT S,REGULAR,0.5,5,7,100,F,SOFT,ULTRA LIGHT,.,.
Lucky Strik,REGULAR,1.2,21,12,70,F,SOFT,FULL FLAVOR,,
MALIBU,REGULAR,0.7,8,10,100,F,HARD,LIGHT,SLIM,.
MALIBU,REGULAR,0.5,6,7,100,F,HARD,ULTRA LIGHT,SLIM,.
MALIBU,REGULAR,0.9,10,12,100,F,SOFT,LIGHT,.,
MALIBU,REGULAR,0.6,6,9,100,F,SOFT,ULTRA LIGHT,.,
MALIBU,REGULAR,0.9,10,10,120,F,SOFT,LIGHT,.,
Marker,REGULAR,0.9,15,16,84,F,SOFT,FULL FLAVOR,,
Marker,REGULAR,0.7,10,12,84,F,SOFT,LIGHT,,
Marker,REGULAR,0.9,14,17,99,F,SOFT,FULL FLAVOR,,
Marker,REGULAR,0.8,10,11,99,F,SOFT,LIGHT,,
Marker,REGULAR,0.4,5,7,99,F,SOFT,ULTRA LIGHT,,
MARLBOR,REGULAR,0.7,10,10,72,F,HARD,LIGHT,,FSC
MARLBOR,REGULAR,0.7,10,9,72,F,HARD,LIGHT,,
MARLBOR,REGULAR,0.9,13,12,72,F,HARD,REGULAR,RED,FSC
MARLBOR,REGULAR,0.9,13,11,72,F,HARD,REGULAR,RED,
MARLBOR,REGULAR,1.1,15,14,79,F,HARD,REGULAR,,FSC
MARLBOR,REGULAR,1.1,15,13,79,F,HARD,REGULAR,,PR
MARLBOR,REGULAR,1,15,13,79,F,HARD,REGULAR,,
MARLBOR,REGULAR,0.8,11,12,83,F,HARD,LIGHT,,FSC
MARLBOR,REGULAR,0.8,11,13,83,F,HARD,LIGHT,,PR
MARLBOR,REGULAR,0.8,11,11,83,F,HARD,LIGHT,,
MARLBOR,REGULAR,0.9,11,12,83,F,HARD,MEDIUM,,FSC
MARLBOR,REGULAR,0.9,12,12,83,F,HARD,MEDIUM,,PR
MARLBOR,REGULAR,0.8,11,11,83,F,HARD,MEDIUM,,
MARLBOR,REGULAR,0.5,6,8,83,F,HARD,ULTRA LIGHT,,FSC
MARLBOR,REGULAR,0.5,6,7,83,F,HARD,ULTRA LIGHT,,
MARLBOR,REGULAR,0.5,6,8,83,F,HARD,ULTRA LIGHT,,
MARLBOR,REGULAR,0.9,13,13,83,F,HARD,REGULAR,BLEND 27,FSC
MARLBOR,REGULAR,0.9,13,13,83,F,HARD,REGULAR,BLEND 27,PR
MARLBOR,REGULAR,0.8,12,12,83,F,HARD,REGULAR,BLEND 27,
MARLBOR,REGULAR,0.4,4,6,83,F,HARD,REGULAR,ULTRA-SM,ATLANTA
MARLBOR,REGULAR,0.5,5,6,83,F,HARD,REGULAR,ULTRA-SM,SLT LAKE
MARLBOR,REGULAR,0.4,5,6,83,F,HARD,REGULAR,ULTRA-SM,TAMPA
MARLBOR,REGULAR,1,11,11,83,F,HARD,REGULAR,VA BLEND,FSC
MARLBOR,REGULAR,0.9,11,11,83,F,HARD,REGULAR,VA BLEND,
MARLBOR,REGULAR,0.8,11,12,84,F,HARD,LIGHT,,FSC
MARLBOR,REGULAR,0.8,11,11,84,F,HARD,LIGHT,,
MARLBOR,REGULAR,1.1,15,15,84,F,HARD,REGULAR,,FSC
MARLBOR,REGULAR,1.1,15,13,84,F,HARD,REGULAR,,
MARLBOR,REGULAR,0.8,11,12,84,F,SOFT,LIGHT,,FSC
MARLBOR,REGULAR,0.8,11,12,84,F,SOFT,LIGHT,,
MARLBOR,REGULAR,0.9,12,13,84,F,SOFT,MEDIUM,,FSC
MARLBOR,REGULAR,0.9,12,13,84,F,SOFT,MEDIUM,,
MARLBOR,REGULAR,0.9,13,14,84,F,SOFT,REGULAR,BLEND 27,FSC
MARLBOR,REGULAR,0.8,12,12,84,F,SOFT,REGULAR,BLEND 27,
MARLBOR,REGULAR,1.1,16,15,84,F,SOFT,REGULAR,,FSC
MARLBOR,REGULAR,1.1,15,13,84,F,SOFT,REGULAR,,
MARLBOR,REGULAR,0.8,10,12,98,F,HARD,LIGHT,,FSC
MARLBOR,REGULAR,0.8,10,11,98,F,HARD,LIGHT,,
MARLBOR,REGULAR,1,13,14,98,F,HARD,MEDIUM,,FSC
MARLBOR,REGULAR,1,13,12,98,F,HARD,MEDIUM,,
MARLBOR,REGULAR,0.5,6,8,98,F,HARD,ULTRA LIGHT,,FSC
MARLBOR,REGULAR,0.5,5,8,98,F,HARD,ULTRA LIGHT,,
MARLBOR,REGULAR,0.5,6,7,98,F,HARD,ULTRA LIGHT,,
MARLBOR,REGULAR,0.9,11,12,98,F,HARD,REGULAR,VA BLEND,FSC
MARLBOR,REGULAR,1,11,12,98,F,HARD,REGULAR,VA BLEND,
MARLBOR,REGULAR,1.2,15,15,98,F,HARD,REGULAR,,FSC
MARLBOR,REGULAR,1.1,15,13,98,F,HARD,REGULAR,,
MARLBOR,REGULAR,0.9,11,13,99,F,SOFT,LIGHT,,FSC
MARLBOR,REGULAR,0.8,10,11,99,F,SOFT,LIGHT,,
MARLBOR,REGULAR,1.1,14,15,99,F,SOFT,MEDIUM,,FSC
MARLBOR,REGULAR,1,13,12,99,F,SOFT,MEDIUM,,
MARLBOR,REGULAR,1.2,16,16,99,F,SOFT,REGULAR,,FSC
MARLBOR,REGULAR,1.1,16,14,99,F,SOFT,REGULAR,,OTHR-UST
MARLBOR,REGULAR,1.1,15,13,99,F,SOFT,REGULAR,,
Marshall M,REGULAR,1,14,13,83,F,HARD,LIGHT,,
Marshall M,REGULAR,1.1,14,12,83,F,HARD,LIGHT,,
Marshall M,REGULAR,1.1,14,13,83,F,HARD,LIGHT,,
Marshall M,REGULAR,1.1,15,13,83,F,HARD,LIGHT,,
Marshall M,REGULAR,1.2,14,14,83,F,HARD,LIGHT,,
Marshall M,REGULAR,1.2,14,14,83,F,HARD,LIGHT,,
Marshall M,REGULAR,1.2,14,15,83,F,HARD,LIGHT,,
Marshall M,REGULAR,1.2,14,15,83,F,HARD,LIGHT,,
Marshall M,REGULAR,1.2,14,15,83,F,HARD,LIGHT,,
Marshall M,REGULAR,1.2,17,16,83,F,HARD,LIGHT,,
Marshall M,REGULAR,1.3,14,13,83,F,HARD,LIGHT,,
Marshall M,REGULAR,1.3,14,13,83,F,HARD,LIGHT,,
Marshall M,REGULAR,1.4,13,11,83,F,HARD,LIGHT,,
MAVERICK,REGULAR,0.8,11,10,80,F,HARD,LIGHT,"KING,F,H",
MAVERICK,REGULAR,0.9,15,15,80,F,HARD,REGULAR,"KING,F,H",
MAVERICK,REGULAR,0.8,10,11,85,F,HARD,LIGHT,"100,F,HP",
MAVERICK,REGULAR,0.7,9,11,85,F,HARD,LIGHT,"KING,F,H",
MAVERICK,REGULAR,1.2,17,16,85,F,HARD,REGULAR,"100,F,HP",
MAVERICK,REGULAR,1.1,18,16,85,F,HARD,REGULAR,"KING,F,H",
MAVERICK,REGULAR,0.8,11,11,85,F,SOFT,LIGHT,"KING,F,S",
MAVERICK,REGULAR,1,15,16,85,F,SOFT,REGULAR,"KING,F,S",
MAVERICK,REGULAR,0.7,9,11,100,F,HARD,LIGHT,"100,F,HP",
MAVERICK,REGULAR,1.3,19,18,100,F,HARD,REGULAR,"100,F,HP",
MAVERICK,REGULAR,0.8,10,11,100,F,SOFT,LIGHT,"100,F,SP,",
MAVERICK,REGULAR,1.2,17,16,100,F,SOFT,REGULAR,"100,F,SP",
MAX,REGULAR,1.5,18,15,120,F,SOFT,REGULAR,"120,F,SP",
MERIDIAN,REGULAR,0.9,14,19,85,F,HARD,FULL FLAVOR,.,.
MERIDIAN,REGULAR,0.8,10,14,85,F,HARD,LIGHT,.,.
MERIDIAN,REGULAR,0.9,14,19,85,F,SOFT,FULL FLAVOR,.,.
MERIDIAN,REGULAR,0.8,10,14,85,F,SOFT,LIGHT,.,.
MERIDIAN,REGULAR,0.5,6,7,85,F,SOFT,ULTRA LIGHT,.,.
MERIDIAN,REGULAR,1.7,23,18,85,NF,SOFT,FULL FLAVOR,.,.
MERIDIAN,REGULAR,1,15,21,100,F,SOFT,FULL FLAVOR,.,.
MERIDIAN,REGULAR,0.8,10,15,100,F,SOFT,LIGHT,.,.
MERIDIAN,REGULAR,0.5,5,7,100,F,SOFT,ULTRA LIGHT,.,.
MERIT,REGULAR,0.6,7,9,83,F,HARD,LIGHT,RC BOX,FSC
MERIT,REGULAR,0.6,8,10,83,F,HARD,LIGHT,RC BOX,PR
MERIT,REGULAR,0.6,7,9,83,F,HARD,LIGHT,RC BOX,
MERIT,REGULAR,0.2,1,3,83,F,HARD,ULTRA LIGHT,RC BOX,FSC
MERIT,REGULAR,0.1,1,3,83,F,HARD,ULTRA LIGHT,RC BOX,
MERIT,REGULAR,0.4,4,6,83,F,HARD,ULTRA LIGHT,RC BOX,FSC
MERIT,REGULAR,0.4,4,6,83,F,HARD,ULTRA LIGHT,RC BOX,
MERIT,REGULAR,0.6,7,10,84,F,SOFT,LIGHT,,FSC
MERIT,REGULAR,0.6,7,9,84,F,SOFT,LIGHT,,
MERIT,REGULAR,0.2,2,3,84,F,SOFT,ULTRA LIGHT,,FSC
MERIT,REGULAR,0.2,1,3,84,F,SOFT,ULTRA LIGHT,,
MERIT,REGULAR,0.4,4,6,84,F,SOFT,ULTRA LIGHT,,FSC
MERIT,REGULAR,0.4,5,6,84,F,SOFT,ULTRA LIGHT,,
MERIT,REGULAR,0.3,3,5,98,F,HARD,ULTRA LIGHT,RC BOX,FSC
MERIT,REGULAR,0.3,3,4,98,F,HARD,ULTRA LIGHT,RC BOX,
MERIT,REGULAR,0.5,5,7,98,F,HARD,ULTRA LIGHT,RC BOX,FSC
MERIT,REGULAR,0.5,5,7,98,F,HARD,ULTRA LIGHT,RC BOX,
MERIT,REGULAR,0.8,10,12,99,F,SOFT,LIGHT,,FSC
MERIT,REGULAR,0.8,10,11,99,F,SOFT,LIGHT,,
MERIT,REGULAR,0.3,3,5,99,F,SOFT,ULTRA LIGHT,,FSC
MERIT,REGULAR,0.3,2,4,99,F,SOFT,ULTRA LIGHT,,
MERIT,REGULAR,0.5,6,8,99,F,SOFT,ULTRA LIGHT,,FSC
MERIT,REGULAR,0.5,5,7,99,F,SOFT,ULTRA LIGHT,,
Misty,REGULAR,0.7,8,9,100,F,HARD,LIGHT,,
Misty,REGULAR,0.6,6,6,100,F,HARD,ULTRA LIGHT,,
Misty,REGULAR,1,11,10,120,F,HARD,LIGHT,,
Monarch,REGULAR,0.9,15,15,83,F,HARD,FULL FLAVOR,,
Monarch,REGULAR,0.8,11,13,83,F,HARD,LIGHT,,
Monarch,REGULAR,0.9,15,16,84,F,SOFT,FULL FLAVOR,,
Monarch,REGULAR,0.7,10,12,84,F,SOFT,LIGHT,,
Monarch,REGULAR,0.4,4,6,84,F,SOFT,ULTRA LIGHT,,
Monarch,REGULAR,1.2,20,14,84,NF,SOFT,FULL FLAVOR,,
Monarch,REGULAR,0.9,14,17,99,F,SOFT,FULL FLAVOR,,
Monarch,REGULAR,0.8,10,11,99,F,SOFT,LIGHT,,
Monarch,REGULAR,0.4,5,7,99,F,SOFT,ULTRA LIGHT,,
MONTCLA,REGULAR,1.1,15,14,84,F,HARD,FULL FLAVOR,.,
MONTCLA,REGULAR,0.9,11,12,84,F,HARD,LIGHT,.,
MONTCLA,REGULAR,1.1,15,14,84,F,SOFT,FULL FLAVOR,.,
MONTCLA,REGULAR,0.9,11,12,84,F,SOFT,LIGHT,.,
MONTCLA,REGULAR,0.5,6,7,84,F,SOFT,ULTRA LIGHT,.,
MONTCLA,REGULAR,1.2,15,15,100,F,SOFT,FULL FLAVOR,.,
MONTCLA,REGULAR,0.9,10,12,100,F,SOFT,LIGHT,.,
MONTCLA,REGULAR,0.5,6,9,100,F,SOFT,ULTRA LIGHT,.,
MONTEGO,REGULAR,1,14,19,85,F,HARD,FULL FLAVOR,.,.
MONTEGO,REGULAR,0.8,10,14,85,F,HARD,LIGHT,.,.
MONTEGO,REGULAR,1,14,19,85,F,SOFT,FULL FLAVOR,.,.
MONTEGO,REGULAR,0.8,10,14,85,F,SOFT,LIGHT,.,.
MONTEGO,REGULAR,1,15,21,100,F,HARD,FULL FLAVOR,.,.
MONTEGO,REGULAR,0.8,10,15,100,F,HARD,LIGHT,.,.
MONTEGO,REGULAR,0.5,5,7,100,F,HARD,ULTRA LIGHT,.,.
MONTEGO,REGULAR,0.8,10,15,100,F,SOFT,LIGHT,.,.
More,REGULAR,0.8,9,8,98,F,HARD,LIGHT,,
More,REGULAR,1.1,13,19,120,F,SOFT,FULL FLAVOR,,
More,REGULAR,1,12,15,120,F,SOFT,LIGHT,,WHITE
More,REGULAR,0.9,10,17,120,F,SOFT,LIGHT,,
Mustang,REGULAR,0.9,15,15,83,F,HARD,FULL FLAVOR,,
Mustang,REGULAR,0.8,11,13,83,F,HARD,LIGHT,,
Mustang,REGULAR,0.9,15,16,84,F,SOFT,FULL FLAVOR,,
Mustang,REGULAR,0.7,10,12,84,F,SOFT,LIGHT,,
Mustang,REGULAR,0.4,4,6,84,F,SOFT,ULTRA LIGHT,,
Mustang,REGULAR,0.9,14,16,98,F,HARD,FULL FLAVOR,,
Mustang,REGULAR,0.8,10,12,98,F,HARD,LIGHT,,
Mustang,REGULAR,0.4,5,8,98,F,HARD,ULTRA LIGHT,,
Mustang,REGULAR,0.9,14,17,99,F,SOFT,FULL FLAVOR,,
Mustang,REGULAR,0.8,10,11,99,F,SOFT,LIGHT,,
Mustang,REGULAR,0.4,5,7,99,F,SOFT,ULTRA LIGHT,,
NATURAL,REGULAR,1.32,11.1,9.2,84,F,HARD,LIGHT,A8,A8
NATURAL,REGULAR,1.4,12,11.1,84,F,HARD,LIGHT,A8,IST
NATURAL,REGULAR,1.13,7.9,7.3,84,F,HARD,LIGHT,ORGANIC,A8
NATURAL,REGULAR,1.18,8.7,9.4,84,F,HARD,LIGHT,ORGANIC,IST
NATURAL,REGULAR,1.64,13.8,9.1,84,F,HARD,MEDIUM,A8,A8
NATURAL,REGULAR,1.47,12.7,11.6,84,F,HARD,MEDIUM,A8,IST
NATURAL,REGULAR,1.82,16.4,12,84,F,HARD,REGULAR,A8,A8
NATURAL,REGULAR,1.71,17,17.6,84,F,HARD,REGULAR,A8,IST
NATURAL,REGULAR,1.78,13.6,10.4,84,F,HARD,REGULAR,ORGANIC,A8
NATURAL,REGULAR,1.84,14.8,12.9,84,F,HARD,REGULAR,ORGANIC,IST
NATURAL,REGULAR,1.56,15.4,16.8,84,F,HARD,REGULAR,PERIQUE,IST
NATURAL,REGULAR,0.82,6.4,6.5,84,F,HARD,ULTRA LIGHT,A8,A8
NATURAL,REGULAR,0.74,5.9,6.9,84,F,HARD,ULTRA LIGHT,A8,IST
NATURAL,REGULAR,1.32,11.1,9.2,84,F,SOFT,LIGHT,A8,A8
NATURAL,REGULAR,1.4,12,11.1,84,F,SOFT,LIGHT,A8,IST
NATURAL,REGULAR,1.82,16.4,12,84,F,SOFT,REGULAR,A8,A8
NATURAL,REGULAR,1.71,17,17.6,84,F,SOFT,REGULAR,A8,IST
NATURAL,REGULAR,1.6,15,11.9,84,F,SOFT,REGULAR,PERIQUE,A8
NATURAL,REGULAR,2.68,27.4,12.8,84,NF,SOFT,REGULAR,A8,A8
NATURAL,REGULAR,2.89,30.9,16.2,84,NF,SOFT,REGULAR,A8,IST
NEWPORT,REGULAR,0.8,11,13,100,F,HARD,LIGHT,"100,F,HP",
Now,REGULAR,0.2,1,2,84,F,SOFT,ULTRA LIGHT,,
Now,REGULAR,0.3,3,4,100,F,SOFT,ULTRA LIGHT,,
OLD GOLD,REGULAR,0.7,10,10,80,F,HARD,LIGHT,"KING,F,H",
OLD GOLD,REGULAR,1.2,15,15,80,F,HARD,REGULAR,"KING,F,HP",
OLD GOLD,REGULAR,0.7,10,10,85,F,SOFT,LIGHT,"KING,F,SP",
OLD GOLD,REGULAR,1.2,16,16,85,F,SOFT,REGULAR,"KING,F,SP",
OLD GOLD,REGULAR,0.8,11,11,85,NF,HARD,REGULAR,"100,F,HP,L",
OLD GOLD,REGULAR,2,28,17,85,NF,SOFT,REGULAR,"KING,SP,",
OLD GOLD,REGULAR,1.3,15,17,100,F,HARD,REGULAR,"100,F,HP,",
OLD GOLD,REGULAR,0.9,11,10,100,F,SOFT,LIGHT,"100,F,SP,L",
OLD GOLD,REGULAR,0.7,9,10,100,F,SOFT,LIGHT,"100,F,SP,U",
OLD GOLD,REGULAR,1.3,16,17,100,F,SOFT,REGULAR,"100,F,SP",
OLD GOLD,REGULAR,0.5,4,4,100,F,SOFT,REGULAR,"100,F,SP,U",
Pall Mall,REGULAR,0.5,5,6,83,F,HARD,ULTRA LIGHT,,
Pall Mall,REGULAR,1.1,14,11,85,F,HARD,FULL FLAVOR,,
Pall Mall,REGULAR,0.9,11,9,85,F,HARD,LIGHT,,
Pall Mall,REGULAR,1.6,25,15,85,NF,SOFT,FULL FLAVOR,,
Pall Mall,REGULAR,1.1,13,11,100,F,HARD,FULL FLAVOR,,
Pall Mall,REGULAR,0.9,10,9,100,F,HARD,LIGHT,,
Pall Mall,REGULAR,0.5,5,7,100,F,HARD,ULTRA LIGHT,,
Pall Mall,REGULAR,1.2,14,12,100,F,SOFT,FULL FLAVOR,,
PARLIAME,REGULAR,1,15,13,79,F,HARD,FULL FLAVOR,,FSC
PARLIAME,REGULAR,1,14,12,79,F,HARD,FULL FLAVOR,,
PARLIAME,REGULAR,0.7,9,10,79,F,HARD,LIGHT,,FSC
PARLIAME,REGULAR,0.7,9,9,79,F,HARD,LIGHT,,PR
PARLIAME,REGULAR,0.7,9,9,79,F,HARD,LIGHT,,
PARLIAME,REGULAR,0.5,5,7,79,F,HARD,ULTRA LIGHT,,FSC
PARLIAME,REGULAR,0.5,5,6,79,F,HARD,ULTRA LIGHT,,
PARLIAME,REGULAR,0.8,10,11,84,F,SOFT,LIGHT,,FSC
PARLIAME,REGULAR,0.7,9,9,84,F,SOFT,LIGHT,,
PARLIAME,REGULAR,1,12,13,98,F,HARD,LIGHT,RC BOX,FSC
PARLIAME,REGULAR,1,12,13,98,F,HARD,LIGHT,RC BOX,
PARLIAME,REGULAR,0.9,11,12,98,F,SOFT,LIGHT,,FSC
PARLIAME,REGULAR,0.9,11,11,98,F,SOFT,LIGHT,,
PLAYERS,REGULAR,1.1,19,11,70,NF,HARD,REGULAR,NAVY CUT,
PLAYERS,REGULAR,0.8,11,13,83,F,HARD,LIGHT,,FSC
PLAYERS,REGULAR,0.8,11,10,83,F,HARD,LIGHT,,
PLAYERS,REGULAR,1,14,14,98,F,HARD,REGULAR,,FSC
PLAYERS,REGULAR,1,13,12,98,F,HARD,REGULAR,,
PYRAMID,REGULAR,0.9,15,18,85,F,HARD,FULL FLAVOR,.,.
PYRAMID,REGULAR,0.8,10,13,85,F,HARD,LIGHT,.,.
PYRAMID,REGULAR,1,14,19,85,F,SOFT,FULL FLAVOR,.,.
PYRAMID,REGULAR,0.8,10,14,85,F,SOFT,LIGHT,.,.
PYRAMID,REGULAR,1.7,24,19,85,NF,SOFT,FULL FLAVOR,.,.
PYRAMID,REGULAR,1,15,21,100,F,SOFT,FULL FLAVOR,.,.
PYRAMID,REGULAR,0.8,10,15,100,F,SOFT,LIGHT,.,.
PYRAMID,REGULAR,0.5,5,7,100,F,SOFT,ULTRA LIGHT,.,.
QUALITY F,REGULAR,1,14,19,85,F,HARD,FULL FLAVOR,.,.
QUALITY F,REGULAR,0.9,15,18,85,F,SOFT,FULL FLAVOR,.,.
QUALITY F,REGULAR,1,15,21,100,F,SOFT,FULL FLAVOR,.,.
QUALITY L,REGULAR,0.8,10,14,85,F,SOFT,LIGHT,.,.
QUALITY L,REGULAR,0.8,10,15,100,F,SOFT,LIGHT,.,.
QUALITY N,REGULAR,1.7,24,19,85,NF,SOFT,FULL FLAVOR,.,.
QUALITY U,REGULAR,0.5,5,6,85,F,SOFT,ULTRA LIGHT,.,.
QUALITY U,REGULAR,0.5,5,7,100,F,SOFT,ULTRA LIGHT,.,.
QUEST 1 L,REGULAR,0.5,8,11,85,F,HARD,LIGHT,.,.
QUEST 1 L,REGULAR,0.6,10,19,85,F,HARD,LIGHT,.,.
QUEST 2 L,REGULAR,0.3,8,11,85,F,HARD,LIGHT,.,.
QUEST 2 L,REGULAR,0.4,10,19,85,F,HARD,LIGHT,.,.
QUEST 3 L,REGULAR,0.04,8,12,85,F,HARD,LIGHT,.,.
QUEST 3 L,REGULAR,0.05,4,7,85,F,HARD,LIGHT,.,.
ROTHMAN,REGULAR,1.2,13,13,84,F,HARD,REGULAR,SPECIAL,RED
ROTHMAN,REGULAR,1.4,16,17,84,F,HARD,REGULAR,,BLUE
SARATOG,REGULAR,1,13,13,120,F,HARD,REGULAR,,FSC
SARATOG,REGULAR,1,13,12,120,F,HARD,REGULAR,,
SATIN,REGULAR,0.9,10,11,100,F,SOFT,REGULAR,"100,F,SP",
Signature,REGULAR,0.9,15,16,84,F,SOFT,FULL FLAVOR,,
Signature,REGULAR,0.7,10,12,84,F,SOFT,LIGHT,,
Signature,REGULAR,0.4,4,6,84,F,SOFT,ULTRA LIGHT,,
Signature,REGULAR,0.9,15,15,85,F,HARD,FULL FLAVOR,,
Signature,REGULAR,0.8,11,13,85,F,HARD,LIGHT,,
Signature,REGULAR,0.9,14,17,99,F,SOFT,FULL FLAVOR,,
Signature,REGULAR,0.8,10,11,99,F,SOFT,LIGHT,,
Signature,REGULAR,0.4,5,7,99,F,SOFT,ULTRA LIGHT,,
Signature,REGULAR,0.9,14,16,100,F,HARD,FULL FLAVOR,,
Signature,REGULAR,0.8,10,12,100,F,HARD,LIGHT,,
Signature,REGULAR,0.4,5,8,100,F,HARD,ULTRA LIGHT,,
SILVER EA,REGULAR,0.9,14,19,85,F,HARD,FULL FLAVOR,.,.
SILVER EA,REGULAR,0.8,10,14,85,F,HARD,LIGHT,.,.
SILVER EA,REGULAR,0.9,14,19,85,F,SOFT,FULL FLAVOR,.,.
SILVER EA,REGULAR,0.8,10,14,85,F,SOFT,LIGHT,.,.
SILVER EA,REGULAR,1.7,24,18,85,NF,SOFT,FULL FLAVOR,.,.
SILVER EA,REGULAR,1,15,21,100,F,HARD,FULL FLAVOR,.,.
SILVER EA,REGULAR,0.8,10,15,100,F,HARD,LIGHT,.,.
SILVER EA,REGULAR,0.5,5,7,100,F,HARD,ULTRA LIGHT,.,.
SILVER EA,REGULAR,1,15,21,100,F,SOFT,FULL FLAVOR,.,.
SILVER EA,REGULAR,0.8,10,15,100,F,SOFT,LIGHT,.,.
SILVER EA,REGULAR,0.5,5,7,100,F,SOFT,ULTRA LIGHT,.,.
SILVER EA,REGULAR,0.8,10,11,120,F,HARD,LIGHT,.,.
SILVER EA,REGULAR,0.5,6,5,120,F,HARD,ULTRA LIGHT,.,.
SINCEREL,REGULAR,0.8,10,15,100,F,SOFT,LIGHT,.,.
SINCEREL,REGULAR,0.5,5,7,100,F,SOFT,ULTRA LIGHT,.,.
Smoke One,REGULAR,0.9,15,15,83,F,HARD,FULL FLAVOR,,
Smoke One,REGULAR,0.9,15,16,84,F,SOFT,FULL FLAVOR,,
Smoke One,REGULAR,0.7,10,12,84,F,SOFT,LIGHT,,
Smoke One,REGULAR,0.8,10,12,98,F,HARD,LIGHT,,
Smoke One,REGULAR,0.9,14,17,99,F,SOFT,FULL FLAVOR,,
Smoke One,REGULAR,0.8,10,11,99,F,SOFT,LIGHT,,
Smoke One,REGULAR,0.4,5,7,99,F,SOFT,ULTRA LIGHT,,
Smoke One,REGULAR,0.9,14,16,100,F,HARD,FULL FLAVOR,,
SONOMA,REGULAR,1.1,15,14,84,F,HARD,FULL FLAVOR,.,
SONOMA,REGULAR,0.9,11,12,84,F,HARD,LIGHT,.,
SONOMA,REGULAR,1.4,22,15,84,NF,SOFT,FULL FLAVOR,.,
SONOMA,REGULAR,1.1,15,15,100,F,HARD,FULL FLAVOR,.,
SONOMA,REGULAR,1.2,15,15,100,F,HARD,FULL FLAVOR,.,
SONOMA,REGULAR,0.9,10,12,100,F,HARD,LIGHT,.,
SONOMA,REGULAR,1.2,15,15,100,F,SOFT,FULL FLAVOR,.,
SONOMA,REGULAR,0.9,10,12,100,F,SOFT,LIGHT,.,
SONOMA,REGULAR,0.6,6,9,100,F,SOFT,ULTRA LIGHT,.,
State Expre,REGULAR,1.2,12,14,83,F,HARD,FULL FLAVOR,,
State Expre,REGULAR,0.9,9,9,83,F,HARD,LIGHT,,
State Expre,REGULAR,1.1,12,14,100,F,HARD,FULL FLAVOR,,
Sundance,REGULAR,0.9,15,15,83,F,HARD,FULL FLAVOR,,
Sundance,REGULAR,0.8,11,13,83,F,HARD,LIGHT,,
Sundance,REGULAR,0.9,15,16,84,F,SOFT,FULL FLAVOR,,
Sundance,REGULAR,0.7,10,12,84,F,SOFT,LIGHT,,
Sundance,REGULAR,0.4,4,6,84,F,SOFT,ULTRA LIGHT,,
Sundance,REGULAR,1.2,20,14,84,NF,SOFT,FULL FLAVOR,,
Sundance,REGULAR,0.9,14,16,98,F,HARD,FULL FLAVOR,,
Sundance,REGULAR,0.8,10,12,98,F,HARD,LIGHT,,
Sundance,REGULAR,0.9,14,17,99,F,SOFT,FULL FLAVOR,,
Sundance,REGULAR,0.8,10,11,99,F,SOFT,LIGHT,,
Sundance,REGULAR,0.4,5,7,99,F,SOFT,ULTRA LIGHT,,
Tareyton,REGULAR,0.9,13,12,85,F,SOFT,FULL FLAVOR,,
Tareyton,REGULAR,1,13,14,100,F,SOFT,FULL FLAVOR,,
Tareyton,REGULAR,0.7,9,10,100,F,SOFT,LIGHT,,
TOURNEY,REGULAR,0.9,14,17,85,F,HARD,FULL FLAVOR,.,.
TOURNEY,REGULAR,1,14,19,85,F,HARD,FULL FLAVOR,.,.
TOURNEY,REGULAR,0.7,10,13,85,F,HARD,LIGHT,.,.
TOURNEY,REGULAR,0.8,10,14,85,F,HARD,LIGHT,.,.
TOURNEY,REGULAR,0.9,14,17,85,F,SOFT,FULL FLAVOR,.,.
TOURNEY,REGULAR,1,14,19,85,F,SOFT,FULL FLAVOR,.,.
TOURNEY,REGULAR,0.7,10,13,85,F,SOFT,LIGHT,.,.
